id,tag
1291999,"喜剧,人性,文艺,爱情,青春,大陆,经典,犯罪,香港,悬疑"
1292000,"惊悚,科幻,喜剧,人性,文艺,爱情,青春,犯罪,经典,动作,香港,纪录片,美国,悬疑"
1292001,"人性,文艺,爱情,青春,经典,香港,纪录片,美国"
1292047,"人性,文艺,爱情,青春,经典,美国"
1292048,"人性,文艺,爱情,经典,美国"
1292049,"喜剧,人性,文艺,爱情,经典,短片,悬疑"
1292050,"科幻,喜剧,人性,爱情,经典,美国,惊悚"
1292052,"惊悚,喜剧,人性,文艺,爱情,青春,大陆,犯罪,经典,动作,动画,美国,悬疑"
1292055,"喜剧,人性,文艺,爱情,青春,经典,纪录片,美国"
1292056,"喜剧,人性,文艺,爱情,青春,经典,美国,动画"
1292060,"人性,爱情,青春,经典,犯罪,美国"
1292061,"犯罪,美国,悬疑"
1292062,"惊悚,喜剧,人性,文艺,爱情,青春,大陆,日本,经典,犯罪,香港,美国,悬疑"
1292063,"科幻,喜剧,人性,文艺,爱情,青春,大陆,日本,经典,香港,美国"
1292064,"惊悚,科幻,喜剧,人性,文艺,爱情,青春,大陆,日本,经典,香港,纪录片,美国,悬疑"
1292065,"人性,经典,动作,犯罪,美国"
1292067,"喜剧,人性,悬疑,爱情,青春,犯罪,经典,美国,惊悚"
1292206,"喜剧,人性,文艺,爱情,青春,经典"
1292207,"科幻,人性,文艺,爱情,青春,经典,动画"
1292208,"人性,文艺,爱情,青春,日本,经典,犯罪,动作,纪录片,美国,惊悚"
1292210,爱情
1292211,"人性,文艺,爱情,犯罪,经典"
1292212,"科幻,人性,文艺,爱情,青春,经典,美国,惊悚"
1292213,"科幻,喜剧,人性,文艺,爱情,青春,大陆,经典,动作,香港"
1292214,"惊悚,科幻,人性,经典,犯罪,动作,美国,悬疑"
1292215,"科幻,喜剧,人性,文艺,爱情,青春,经典,美国,动画"
1292216,"人性,文艺,爱情,青春,经典,犯罪,美国,惊悚"
1292217,"惊悚,科幻,人性,文艺,爱情,犯罪,经典,美国,悬疑"
1292218,"喜剧,人性,文艺,爱情,青春,经典,美国"
1292219,"人性,文艺,爱情,青春,大陆,日本,经典,犯罪,香港,美国,惊悚"
1292220,"人性,文艺,爱情,青春,日本,经典,美国"
1292222,"人性,文艺,悬疑,爱情,青春,犯罪,经典,动作,美国,惊悚"
1292223,"惊悚,科幻,人性,文艺,经典,犯罪,动作,美国,悬疑"
1292224,"喜剧,人性,文艺,悬疑,经典,犯罪,动作,美国,惊悚"
1292225,"科幻,人性,文艺,悬疑,经典,犯罪,美国,惊悚"
1292226,"科幻,人性,文艺,经典,犯罪,美国,悬疑"
1292228,"喜剧,人性,悬疑,犯罪,经典,美国,惊悚"
1292229,"喜剧,人性,文艺,悬疑,爱情,青春,经典,犯罪,动作,美国,惊悚"
1292230,"惊悚,人性,文艺,犯罪,经典,动作,纪录片,美国,悬疑"
1292233,"科幻,喜剧,人性,文艺,悬疑,青春,犯罪,经典,美国,惊悚"
1292234,"喜剧,人性,文艺,爱情,青春,经典,美国,悬疑"
1292238,"人性,文艺,青春,经典,纪录片,美国"
1292260,"人性,文艺,青春,经典,动作,纪录片,美国"
1292262,"人性,文艺,爱情,青春,犯罪,经典,动作,美国,悬疑"
1292264,"喜剧,文艺,犯罪,经典,美国"
1292267,"科幻,喜剧,人性,爱情,经典,美国,动画"
1292268,"喜剧,人性,经典,犯罪,动作,美国"
1292269,"喜剧,人性,犯罪,经典,美国,悬疑"
1292270,"人性,文艺,悬疑,爱情,青春,经典,犯罪,美国,惊悚"
1292271,"喜剧,人性,文艺,爱情,青春,经典,犯罪,美国"
1292272,"人性,文艺,爱情,青春,日本,犯罪,经典,动作,纪录片,美国,惊悚"
1292274,"喜剧,人性,文艺,爱情,经典,美国"
1292275,"惊悚,科幻,喜剧,人性,文艺,爱情,青春,经典,动作,犯罪,香港,短片,动画,美国,悬疑"
1292276,"喜剧,人性,文艺,爱情,青春,经典,美国"
1292277,"人性,文艺,爱情,青春,经典,美国"
1292278,"喜剧,经典,文艺"
1292279,"科幻,喜剧,人性,文艺,爱情,经典,美国,悬疑"
1292280,"人性,文艺,爱情,犯罪,动作,经典,美国,悬疑"
1292281,"人性,经典,纪录片,美国,动画"
1292285,"纪录片,经典,动画"
1292286,"科幻,喜剧,人性,文艺,爱情,青春,日本,经典"
1292287,"喜剧,人性,文艺,爱情,大陆,经典,动作,香港,动画"
1292288,"人性,文艺,爱情,经典,纪录片,美国,悬疑"
1292289,"人性,文艺,爱情,青春,日本,经典,香港"
1292321,美国
1292326,"科幻,喜剧,人性,青春,犯罪,动作,经典,美国,悬疑"
1292327,"大陆,纪录片,经典,人性"
1292328,"喜剧,人性,文艺,爱情,青春,大陆,经典,动作,香港,悬疑"
1292329,"人性,文艺,爱情,青春,犯罪,经典,香港,悬疑"
1292330,"文艺,爱情,青春,大陆,经典,美国"
1292331,"人性,文艺,爱情,青春,大陆,经典,香港,美国,悬疑"
1292332,"科幻,人性,悬疑,爱情,经典,犯罪,动作,美国,惊悚"
1292333,"科幻,喜剧,爱情,日本,经典,动作,犯罪,美国"
1292335,"人性,悬疑,犯罪,动作,美国,惊悚"
1292337,"人性,文艺,青春,日本,犯罪,经典,悬疑"
1292338,"人性,文艺,爱情,青春,经典"
1292339,"青春,爱情,喜剧,文艺"
1292340,"日本,人性,爱情,文艺"
1292341,"人性,文艺,爱情,青春,经典,美国,悬疑"
1292342,"纪录片,经典,美国,文艺"
1292343,"惊悚,科幻,人性,文艺,爱情,青春,大陆,日本,经典,犯罪,动作,香港,纪录片,美国,悬疑"
1292344,"惊悚,喜剧,爱情,犯罪,动作,经典,美国,悬疑"
1292345,"爱情,喜剧,美国,文艺"
1292347,"惊悚,科幻,人性,悬疑,青春,日本,经典,动作,短片,美国,动画"
1292348,"惊悚,人性,爱情,经典,犯罪,动作,美国,悬疑"
1292349,"人性,文艺,经典,动作,美国"
1292352,"喜剧,人性,文艺,爱情,青春,经典,纪录片,美国"
1292365,"喜剧,人性,文艺,爱情,青春,大陆,经典,香港,悬疑"
1292370,"科幻,喜剧,人性,文艺,爱情,青春,经典,犯罪,动作,香港,动画,美国,惊悚"
1292371,"文艺,爱情,青春,日本,经典,短片,美国"
1292396,"人性,文艺,爱情,青春,犯罪,经典,香港"
1292397,"喜剧,爱情,青春,日本,犯罪,经典"
1292401,"喜剧,人性,文艺,爱情,青春,经典,短片,美国"
1292402,"喜剧,人性,文艺,爱情,青春,大陆,日本,经典,香港,美国"
1292403,"人性,文艺,爱情,青春,经典,动作,美国"
1292434,"人性,文艺,爱情,青春,大陆,日本,经典,香港"
1292440,"喜剧,人性,爱情,犯罪,经典,美国,悬疑"
1292444,"惊悚,科幻,人性,文艺,爱情,青春,日本,犯罪,动作,经典,动画,悬疑"
1292445,"人性,文艺,青春,日本,经典,纪录片"
1292449,"惊悚,爱情,犯罪,经典,动作,美国,悬疑"
1292450,"惊悚,人性,青春,犯罪,动作,经典,香港,悬疑"
1292451,"爱情,经典,人性,文艺"
1292452,"文艺,爱情,青春,香港,美国"
1292453,"科幻,犯罪,动作,美国"
1292454,"科幻,人性,爱情,经典,动作,美国,惊悚"
1292456,美国
1292457,"喜剧,人性,文艺"
1292458,美国
1292459,美国
1292461,"爱情,喜剧,美国"
1292462,美国
1292464,爱情
1292465,"犯罪,经典,人性,美国"
1292466,"文艺,爱情,青春,经典,美国"
1292467,"动作,爱情,犯罪,经典"
1292468,"人性,文艺,爱情,犯罪,经典"
1292470,"动作,美国"
1292471,"经典,犯罪,美国"
1292472,"喜剧,人性,文艺,爱情,经典,犯罪,美国"
1292474,"科幻,爱情,犯罪,动作,经典,美国,惊悚"
1292475,"纪录片,短片"
1292476,"爱情,喜剧,美国"
1292477,"科幻,犯罪,动作,美国,动画"
1292479,美国
1292482,"犯罪,喜剧,美国"
1292483,美国
1292484,"惊悚,科幻,人性,犯罪,经典,动作,美国,悬疑"
1292487,"惊悚,文艺,爱情,青春,犯罪,动作,经典,美国,悬疑"
1292489,"动作,美国"
1292491,"喜剧,人性"
1292492,人性
1292493,"科幻,喜剧,爱情,经典,动作,犯罪,美国"
1292494,"喜剧,经典,犯罪,文艺"
1292495,"动作,美国"
1292497,"日本,动作,美国,动画"
1292499,"美国,惊悚"
1292500,"青春,喜剧,美国"
1292501,"喜剧,青春,经典,美国,惊悚"
1292502,"爱情,经典"
1292503,"犯罪,动作,香港"
1292504,"爱情,经典,人性,文艺"
1292505,"科幻,动作,美国,惊悚"
1292506,"喜剧,爱情,犯罪,经典,动作,香港"
1292507,"动作,美国,人性"
1292509,"文艺,爱情,经典,美国,悬疑"
1292510,美国
1292511,"喜剧,美国"
1292515,"文艺,日本,经典,动作,惊悚"
1292516,"人性,犯罪,动作,经典,美国"
1292518,"经典,动作,美国"
1292519,"科幻,经典,美国"
1292520,"爱情,人性,文艺"
1292521,"人性,文艺,爱情,青春,犯罪,经典,美国"
1292523,"科幻,喜剧,人性,悬疑,经典,动作,动画,美国,惊悚"
1292527,美国
1292528,"喜剧,人性,文艺,爱情,青春,犯罪,经典,美国,惊悚"
1292529,"科幻,喜剧,人性,文艺,爱情,青春,经典,动作,香港,动画,美国,悬疑"
1292530,"动作,美国,香港"
1292531,"人性,文艺,青春,经典,犯罪,美国,悬疑"
1292532,"人性,经典,犯罪,动作,美国,惊悚"
1292533,"文艺,爱情,青春,犯罪,经典"
1292534,"美国,惊悚"
1292535,"经典,美国,文艺"
1292536,"爱情,喜剧,人性,美国"
1292537,美国
1292538,"动作,美国"
1292539,美国
1292540,青春
1292541,"喜剧,文艺,爱情,犯罪,经典"
1292542,"喜剧,动作,美国"
1292544,美国
1292545,美国
1292547,"惊悚,犯罪,经典,美国,悬疑"
1292549,"喜剧,美国"
1292550,"人性,文艺,爱情,经典,美国"
1292552,"人性,文艺,悬疑,青春,犯罪,经典,美国,惊悚"
1292553,"惊悚,科幻,喜剧,人性,文艺,爱情,经典,动作,犯罪,美国,悬疑"
1292555,"人性,经典,动作,犯罪,美国"
1292556,"悬疑,人性,美国,惊悚"
1292557,"文艺,爱情,青春,经典,美国"
1292558,"喜剧,动作,美国,人性"
1292559,美国
1292563,美国
1292565,"经典,美国"
1292566,"喜剧,美国"
1292567,"科幻,喜剧,动作,美国"
1292571,"喜剧,美国"
1292572,"科幻,经典,动作,美国"
1292573,"犯罪,动作,美国"
1292574,"喜剧,爱情,犯罪,经典,美国,惊悚"
1292575,美国
1292577,"人性,文艺,爱情,经典,美国"
1292579,"青春,美国"
1292580,美国
1292582,"纪录片,经典,文艺,动画"
1292583,"青春,爱情,经典,美国"
1292584,"经典,美国,悬疑"
1292585,"人性,爱情,青春,犯罪,经典,美国"
1292586,"青春,经典,人性"
1292588,"悬疑,犯罪,经典,美国,惊悚"
1292589,"经典,人性,美国"
1292590,"科幻,经典,动作,美国,惊悚"
1292591,"经典,喜剧"
1292592,"犯罪,动作,美国"
1292593,"美国,动画"
1292596,"爱情,美国"
1292597,"惊悚,人性,犯罪,美国,悬疑"
1292598,"科幻,喜剧,日本,经典,动作,犯罪,香港,美国,动画"
1292599,"科幻,喜剧,经典,美国,惊悚"
1292600,"日本,经典,美国"
1292601,"喜剧,动作,香港"
1292604,"犯罪,动作,美国,悬疑"
1292605,美国
1292606,美国
1292609,"喜剧,美国"
1292612,"喜剧,爱情,青春,经典,美国"
1292615,"喜剧,美国"
1292617,美国
1292618,"喜剧,美国"
1292619,爱情
1292620,"爱情,经典,美国,文艺"
1292622,美国
1292623,美国
1292624,"喜剧,犯罪,动作,经典,香港,美国,惊悚"
1292625,"科幻,喜剧,文艺,青春,经典,美国,动画"
1292626,"科幻,动作,美国,惊悚"
1292629,"喜剧,文艺,爱情,经典,美国"
1292631,美国
1292633,"喜剧,犯罪,经典,动作,香港"
1292634,青春
1292635,美国
1292638,"犯罪,动作,美国"
1292639,"喜剧,美国,惊悚"
1292640,"科幻,喜剧,人性,经典,美国"
1292641,人性
1292642,"青春,经典,人性,美国"
1292644,"爱情,人性,美国"
1292645,"爱情,美国"
1292646,"人性,悬疑,爱情,经典,犯罪,动作,美国,惊悚"
1292647,"喜剧,美国"
1292648,"经典,人性,美国"
1292649,"喜剧,美国"
1292650,"科幻,惊悚"
1292651,美国
1292653,"喜剧,美国"
1292656,"喜剧,人性,文艺,爱情,青春,经典,美国,悬疑"
1292658,"喜剧,人性,青春,经典,美国,动画"
1292659,"科幻,人性,悬疑,爱情,犯罪,经典,动作,香港,动画,美国,惊悚"
1292660,"人性,文艺,经典,动作,犯罪,美国,悬疑"
1292661,"爱情,美国"
1292662,"犯罪,喜剧,动作,美国"
1292663,"爱情,喜剧,美国"
1292664,"科幻,人性,悬疑,爱情,青春,经典,美国,惊悚"
1292665,"文艺,悬疑,爱情,犯罪,经典,美国,惊悚"
1292666,"犯罪,美国,惊悚"
1292667,美国
1292668,"经典,动作,美国,人性"
1292669,"人性,犯罪,动作,美国,悬疑"
1292670,"爱情,喜剧,经典,美国"
1292671,"喜剧,人性,美国"
1292673,"犯罪,喜剧,美国"
1292674,"犯罪,经典,喜剧,美国"
1292675,"惊悚,犯罪,美国,悬疑"
1292676,"人性,悬疑,犯罪,动作,美国,惊悚"
1292677,"科幻,喜剧,爱情,经典,动作,犯罪,美国,惊悚"
1292678,美国
1292679,"人性,文艺,爱情,青春,大陆,经典,香港"
1292680,"科幻,爱情,动作,美国,惊悚"
1292681,"人性,美国"
1292682,"人性,文艺,爱情,青春,经典,美国,悬疑"
1292685,"爱情,喜剧,文艺"
1292686,"爱情,美国"
1292688,"爱情,美国"
1292691,美国
1292696,"喜剧,人性,美国"
1292697,"科幻,经典,犯罪,动作,美国,惊悚"
1292698,"犯罪,动作,香港"
1292699,"惊悚,人性,犯罪,经典,美国,悬疑"
1292700,"爱情,美国"
1292701,"喜剧,爱情,经典,美国"
1292702,"科幻,人性,犯罪,动作,美国,悬疑"
1292703,"人性,文艺,经典,犯罪,美国,惊悚"
1292704,"喜剧,人性,爱情,青春,大陆,经典,动作,香港"
1292705,"青春,美国"
1292707,"日本,文艺"
1292712,"爱情,喜剧"
1292714,美国
1292715,美国
1292717,"动作,美国"
1292718,"人性,文艺,爱情,青春,经典,美国"
1292719,"爱情,经典,人性,文艺"
1292720,"喜剧,人性,文艺,爱情,青春,大陆,经典,香港,纪录片,美国,动画"
1292721,"犯罪,动作,美国"
1292722,"科幻,喜剧,人性,文艺,爱情,青春,经典,动作,纪录片,美国"
1292725,悬疑
1292727,爱情
1292728,"科幻,人性,悬疑,犯罪,经典,动作,美国,惊悚"
1292729,"科幻,经典,人性,美国"
1292730,"爱情,喜剧,美国,文艺"
1292732,"爱情,喜剧,美国"
1292733,人性
1292735,"文艺,青春,经典,纪录片,短片,美国"
1292736,"科幻,喜剧,人性,爱情,动作"
1292737,"喜剧,文艺,青春,经典,美国"
1292738,"经典,喜剧,人性,美国"
1292739,"惊悚,科幻,喜剧,美国,悬疑"
1292740,"爱情,经典,美国"
1292741,"科幻,动作,悬疑"
1292742,美国
1292743,"惊悚,美国,悬疑"
1292744,"人性,爱情,犯罪,经典,美国,悬疑"
1292745,"经典,犯罪,动作"
1292746,"爱情,美国"
1292747,美国
1292749,"动作,美国"
1292750,美国
1292751,"犯罪,动作,美国"
1292754,"犯罪,动作,美国"
1292756,美国
1292757,"喜剧,大陆,经典,美国,动画"
1292758,"喜剧,犯罪,美国"
1292759,"犯罪,人性,美国"
1292760,"惊悚,喜剧,爱情,青春,犯罪,经典,美国,悬疑"
1292761,喜剧
1292762,美国
1292763,爱情
1292764,"喜剧,文艺,爱情,青春,经典,美国"
1292765,"经典,喜剧,美国,动画"
1292766,"经典,喜剧,人性,美国"
1292767,"经典,美国"
1292768,美国
1292769,"科幻,人性,爱情,经典,动作,美国,惊悚"
1292770,美国
1292772,"犯罪,经典,喜剧,美国"
1292773,"爱情,经典,文艺"
1292774,美国
1292777,"青春,美国"
1292778,"喜剧,爱情,经典,动作,美国"
1292779,"惊悚,喜剧,人性,青春,犯罪,经典,美国,悬疑"
1292780,"科幻,人性,文艺,爱情,经典,美国"
1292781,"人性,文艺,日本,经典,动作,美国"
1292782,"动作,香港"
1292783,"人性,大陆,动作,美国,悬疑"
1292784,"青春,经典,人性,文艺"
1292785,"经典,喜剧,美国"
1292786,"经典,动作,美国"
1292787,美国
1292789,"喜剧,美国"
1292790,"人性,文艺,爱情,日本,经典,犯罪,香港,惊悚"
1292791,喜剧
1292792,"人性,文艺,爱情,青春,经典,美国"
1292793,美国
1292795,爱情
1292796,文艺
1292797,美国
1292798,"人性,文艺,爱情,经典,动作,犯罪,美国"
1292803,"喜剧,美国"
1292805,"美国,动画"
1292807,"青春,爱情,美国"
1292808,"经典,美国,文艺"
1292811,"青春,犯罪,美国"
1292812,"喜剧,人性,文艺,爱情,青春,经典,美国"
1292813,"美国,惊悚"
1292814,"人性,爱情,犯罪,美国,悬疑"
1292817,纪录片
1292818,"爱情,喜剧"
1292819,美国
1292820,"喜剧,美国"
1292822,"经典,动作,美国,悬疑"
1292823,"喜剧,美国"
1292824,"美国,动画"
1292827,"科幻,喜剧,人性,爱情,美国"
1292828,"爱情,人性"
1292829,"经典,喜剧,动作,美国"
1292830,人性
1292831,"爱情,美国,文艺"
1292832,"经典,人性,美国,惊悚"
1292833,"惊悚,犯罪,美国,悬疑"
1292834,"犯罪,动作,美国"
1292836,"惊悚,青春,犯罪,美国,悬疑"
1292839,"动作,香港"
1292840,"喜剧,爱情,经典,美国"
1292842,"犯罪,美国"
1292843,"喜剧,大陆,经典,动作,香港"
1292845,"犯罪,动作,美国"
1292846,"大陆,犯罪,动作,经典,香港,惊悚"
1292848,"悬疑,犯罪,惊悚"
1292849,"人性,文艺,经典,动作,纪录片,美国"
1292850,"惊悚,人性,经典,犯罪,美国,悬疑"
1292851,"经典,美国"
1292852,"悬疑,犯罪,美国,惊悚"
1292853,"经典,文艺"
1292854,"犯罪,动作,美国"
1292855,"喜剧,经典,美国"
1292856,"青春,爱情,喜剧,美国"
1292857,"犯罪,美国"
1292858,"爱情,美国,文艺"
1292859,惊悚
1292860,"美国,悬疑"
1292862,"经典,美国"
1292863,"爱情,人性,文艺"
1292864,"青春,爱情"
1292865,人性
1292866,美国
1292867,"经典,喜剧,动作,香港"
1292868,"爱情,喜剧,美国"
1292869,"喜剧,文艺,爱情,青春,经典,美国"
1292871,"爱情,喜剧,美国"
1292872,"青春,犯罪,美国"
1292873,"爱情,喜剧,美国"
1292874,"人性,文艺,青春,经典,美国"
1292875,"爱情,人性"
1292876,"犯罪,美国"
1292877,美国
1292878,"爱情,经典,美国"
1292881,"青春,经典,喜剧,美国"
1292883,美国
1292884,"喜剧,美国"
1292885,"爱情,经典,美国,文艺"
1292887,美国
1292889,"经典,人性,美国,文艺"
1292890,"纪录片,经典,文艺"
1292891,"爱情,美国"
1292892,"爱情,经典,人性,美国"
1292893,"青春,爱情,美国"
1292894,"喜剧,美国"
1292895,"喜剧,人性,爱情,青春,大陆,经典,动作,香港"
1292896,"动作,美国"
1292897,"喜剧,人性,经典,短片,美国"
1292898,"惊悚,人性,美国,悬疑"
1292899,美国
1292900,"人性,文艺,爱情,大陆,犯罪,经典,动作"
1292901,"喜剧,美国"
1292904,"爱情,美国"
1292905,"喜剧,美国"
1292906,"科幻,喜剧,爱情,青春,经典,美国"
1292907,"喜剧,美国"
1292909,"爱情,美国"
1292910,"惊悚,人性,犯罪,美国,悬疑"
1292911,"爱情,喜剧,科幻,美国"
1292912,美国
1292913,"美国,惊悚"
1292914,"喜剧,悬疑,经典,美国,惊悚"
1292915,美国
1292916,"喜剧,美国,悬疑"
1292917,美国
1292918,"喜剧,美国"
1292919,"科幻,美国,动画"
1292921,"爱情,美国"
1292922,"爱情,美国"
1292923,"喜剧,美国"
1292924,"美国,悬疑"
1292925,"人性,文艺,青春,经典,美国,悬疑"
1292927,美国
1292928,"爱情,经典"
1292930,"科幻,喜剧,爱情,经典,动作,犯罪,美国"
1292931,"人性,文艺,爱情,经典,美国"
1292932,美国
1292934,"人性,美国"
1292936,美国
1292937,"喜剧,美国"
1292938,"爱情,犯罪,动作,美国,悬疑"
1292940,美国
1292941,"爱情,喜剧,美国"
1292942,美国
1292943,"青春,经典,人性,美国"
1292944,美国
1292945,"美国,悬疑"
1292947,"爱情,美国,文艺,悬疑"
1292948,"青春,科幻,喜剧"
1292949,经典
1292950,"人性,文艺,爱情,青春,经典,香港,美国"
1292951,美国
1292953,喜剧
1292954,文艺
1292955,"美国,惊悚"
1292956,美国
1292957,"青春,爱情,喜剧,美国"
1292958,爱情
1292959,"青春,美国"
1292960,美国
1292962,"人性,犯罪,经典,动作,香港"
1292963,"喜剧,美国"
1292964,爱情
1292965,"喜剧,人性,文艺,青春,经典,犯罪,美国"
1292966,"爱情,美国"
1292967,"喜剧,动作,香港"
1292968,"爱情,经典,人性,美国"
1292969,"经典,人性,美国"
1292972,美国
