id,书名,豆瓣评分,基本信息,内容简介,作者简介
1006560,血酬定律,8.2,"



    
    
  
    

      
 作者
:
        
        
        
吴思

    


    
    
  
    
出版社:

      
中国工人出版社

    


    
    
  
    
出品方:

      
汉唐阳光

    


    
    
  
    
副标题:
 中国历史中的生存游戏


    
    
  

    
    
  

    
    
  
    
出版年:
 2003-08


    
    
  
    
页数:
 287


    
    
  
    
定价:
 23.80


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787500830870


    
    
  



","本书提出了血酬和元规则等概述，这些概念代表了我力所能及的深度。所谓血酬，即流血拼命所得的酬报，体现着生命与生存资源的交换关系。从晚清到民国，吃这碗饭的人比产业工人多得多。血酬的价值，取决于所拼抢的东西，这就是“血酬定律”。这个道理很浅显，却可以推出许多惊人的结论。如果再引入一些因素，一层一层地推论下去，还可以解释书中的其他概念，成为贯穿全书的基本逻辑。因此，作者把“血酬定律”当作书名。
","吴思：著名历史学家。1957年生于北京，中国人民大学中文系毕业。曾任《农民日报》、《桥》等报章杂志的记者及编辑，目前为杂志《炎黄春秋》的执行主编。作品广泛见于网络及各类报章杂志。
"
1827702,点石成金,8.4,"



    
    
  

    
作者:

        

                [美]
            史蒂夫·克鲁克

    



    
    
  
    
出版社:

      
机械工业出版社

    


    
    
  

    
    
  
    
副标题:
 访客至上的网页设计秘笈


    
    
  

    
    
  
    

      
 译者
:
        
        
        
De Dream'

    


    
    
  
    
出版年:
 2006-8


    
    
  
    
页数:
 147


    
    
  
    
定价:
 39.00元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787111184829


    
    
  



","可用性设计是Web设计中最重要也是最困难的一项任务。《点石成金》的作者根据自己多年从业的经验，剖析用户的心理，在用户使用的模式、为浏览进行设计、导航设计、主页布局、可用性测试等方面提出了许多独特的观点，并给出了大量简单、易行的可用性设计的建议。这本书短小精悍，语言轻松诙谐，书中穿插大量色彩丰富的屏幕截图、趣味丛生的卡通插图以及包含大量信息的图表，使枯燥的设计原理变得平易近人。
此书适合从事Web设计和Web开发的技术人员阅读，特别适合为如何留住访问者而苦恼的网站/网页设计人员阅读。
",
1033825,顾城的诗,8.8,"



    
    
  
    

      
 作者
:
        
            
顾城

    


    
    
  
    
出版社:

      
人民文学出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 1998-12


    
    
  
    
页数:
 403


    
    
  
    
定价:
 20.00


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
蓝星诗库


    
    
  
    
      
      
ISBN:
 9787020025862


    
    
  



","《顾城的诗》是人民文学出版社1986年版《黑眼睛》的再版，在原书的基础上做了相应的删节和补充。其中有些诗是第一次发表。突出了一个时期的重点和特点，稍兼顾全面。编排上基本上按照写作年月，但又不拘泥于时间顺序，以利阅读诗感的连贯。
","顾城，男，1956年生于北京，朦胧诗主要代表人物。“文革”中开始写作。1973年开始学画，次年回京在厂桥街道做木工。1977年重新开始写作。1980年初所在单位解体，失去工作，从此过漂游生活。1985年加入中国作家协会。1987年应邀出访欧美进行文化交流、讲学活动。1988年赴新西兰，讲授中国古典文学，被聘为奥克兰大学亚语系研究员。后辞职隐居激流岛。1992年获德国DAAD创作年金，在德国写作。1993年10月8日在其新西兰寓所辞世。留下大量诗、文、书法、绘画等作品。 顾城是朦胧诗派的主要作者，著有诗集《白昼的月亮》、《舒婷、顾城抒情诗选》、《北方的孤独者之歌》、《铁铃》、《黑眼睛》、《北岛、顾城诗选》、《顾城诗集》、《顾城童话寓言诗选》、《顾城新诗自选集》。逝世后由父亲顾工编辑出版《顾城诗全编》。
"
1043201,毕业那天我们一起失恋,6.8,"



    
    
  

    
作者:

        

            何员外

    



    
    
  
    
出版社:

      
上海人民出版社

    


    
    
  
    
出品方:

      
世纪文景

    


    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2003-7


    
    
  
    
页数:
 230


    
    
  
    
定价:
 15.80元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787208046177


    
    
  



","收有中短篇小说《毕业那天我们一起失恋》《没有声卡的电脑》《我的大学》《男生是什么样的》等。
如果一段爱情从一开始就知道它结束的日期，那爱的一路会是什么样子？《毕业那天我们一起失恋》就讲述了这样一个盛开在大学校园里，倒数计时的爱情故事。小说以男女主人公何乐、桃子之间一段纯真纯美的校园恋情为主线，真实再现了温馨浪漫、精彩纷呈的大学校园生活。作者以幽默谐趣的笔调刻画了室友、老师、恋人、学长、校工等等校园角色的众生相：他们的喜怒哀乐、欢笑眼泪、梦想激情……
","何员外，真名龚文俊，生于1981年11月3日。上海理工大学电厂热能动力工程本科毕业。
"
1007433,红与黑,8.2,"



    
    
  
    

      
 作者
:
        
            
[法] 司汤达

    


    
    
  
    
出版社:

      
人民文学出版社

    


    
    
  

    
    
  

    
    
  

    
    
  
    

      
 译者
:
        
            
            
张冠尧

    


    
    
  
    
出版年:
 2002


    
    
  
    
页数:
 562


    
    
  
    
定价:
 20.00元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787020035878


    
    
  



","小说主人公于连,是一个木匠的儿子,年轻英俊,意志坚强,精明能干,从小就希望借助个人的努力与奋斗跻身上流社会。
在法国与瑞士接壤的维立叶尔城，坐落在山坡上，美丽的杜伯河绕城而过，河岸上矗立着许多锯木厂。 市长德瑞那是个出身贵族，在扣上挂满勋章的人。
他五十岁左右，他的房子有全城最漂亮的花园，他的妻子是最有钱而又最漂亮的妻子，但他才智不足，“他只能办到严格地收讨他人的欠债，当他自己欠人家的债时，他愈迟还愈好”。在这座城市还有一个重要人物，是贫民寄养所所长——哇列诺先生。他花了一万到一万两千法郎才弄到这个职位，他体格强壮棕红色的脸，黑而精粗的小胡子，在别人眼中他是个美男子，连市长都惧他三分。但市长为了显示自己高人一等，决心请一个家庭教师。
木匠索黑尔的儿子于连，由于精通拉丁文，被选作市长家的家庭教师。他约十八九岁，长得文弱清秀，两只又大又黑的眼睛。在宁静时，眼中射出火一般的光辉，又象是熟思和探寻的样子，但一瞬间，又流露出可怕的仇恨，由于他整天抱着书本不放，不愿做力气活，因而遭到全家的嫌弃与怨恨，经常被父亲和两个哥哥毒打。他小时疯狂地崇拜拿破伦，渴望像拿破仑那样身佩长剑，做世界的主人。认为拿破仑“由一个既卑微又穷困的下级军官，只靠他身佩的长剑，便做了世界上的主人”。但后来他又想当神甫，因为“如今我们眼见四十岁左右的神父能拿到十万法郎的薪俸。这就是说他们能拿到十万法郎，三倍于拿破仑当时手下的著名的大将的收入。”于是，他投拜在神甫西朗的门下，钻研起神学来。他仗着惊人的好记性把一本拉丁文《圣经》全背下来，这事轰动了全城。
市长的年轻漂亮的妻子是在修道院长大的，对像她丈夫那样庸俗粗鲁的男人，打心底里感到厌恶。由于没有爱情，她把心思全放在教养3 个孩子身上。她认为男人“除了金钱、权势、勋章的贪欲以外，对于一切都是麻木不仁”。最初，她把于连想象为一个满面污垢的乡下佬，谁知见面时却大出她的意料：面前这个年轻人竟是这样白皙，眼睛又这样温柔动人。以为他“实际上是一个少女”故意假扮男装。她对于连产生好感，甚至觉得“只有在这个少年教士的心里，才有慷慨、高尚、仁爱”。瑞那夫人的女仆爱丽沙也爱上了于连，爱丽沙得到了一笔遗产，要西郎神父转达她对于连的爱慕，于连拒绝了女仆爱丽沙的爱情。瑞那夫人得知此事心里异常高兴，一股幸福的流泉泻落在她的心海里，她发觉自己对他产生了一种从未有过的一种感情。
夏天市长一家搬到凡尼镇乡下花园别墅居住，晚上乘凉的时候，全家聚在一株菩提树下，于连无意间触到了瑞那夫人的手，她一下子缩回去了，于连以为瑞那夫人看不起他，便决心必须握住这只手。第二天晚上他果然做了，瑞那夫人的手被于连偷偷地紧握着，满足了他的自尊心。瑞那夫人被爱情与道德责任折腾得一夜未合眼。她决定用冷淡的态度去对待于连。可是当于连不在家时，她又忍不住对他的思念。而于连也变得更大胆，他在心里暗想：“我应该再进一步，务必要在这个女人身上达到目的才好。如果我以后发了财，有人耻笑我当家庭教师低贱，我就让大家了解，是爱情使我接受这位置的”。
深夜2 点闯进了她的房里。开始，她对于连的无礼行为很生气，但当她看到“他两眼充满眼泪”时，便同情起他来。她暗想，如果在10年前能爱上于连该多好。不过，在于连的心里则完全没有这种想法，他的爱完全是出于一种野心，一种因占有欲而产生的狂热。他那样贫穷，能够得到这么高贵、这么美丽的妇人，已经是上天的恩赐了。
不久，皇帝驾临维立叶尔，在瑞那夫人的安排下，于连被聘当上了仪仗队队员，使他有在公众面前大出风头的机会。迎驾期间，于连作为陪祭教士参加瞻拜圣骸典礼。之后，他对木尔侯爵的侄子、年轻的安倍主教十分崇敬。心想，安倍主教如此年轻就有显赫的地位，而且倍受女人的青睐，暗下决心“宁愿受宗教的制裁，也要达到令美人羡慕的境界”。
瑞那夫人心爱的儿子病危，她认为这是上帝对自己不道德行为的一种惩罚，她陷入了可怕的忏悔里。这时，爱丽沙又把夫人的事暗中告诉了哇列诺先生，他早先曾贪恋瑞那夫人的美色碰了一鼻子灰，便趁机给市长写了一封告密信。但市长担心如果把妻子赶出家门，自己将失去一大笔遗产，而且也有损于自己的名誉，采取“只怀疑而不证实”的办法。但在这座城市里，街谈巷议对瑞那夫人和于连却越来越不利。一次爱丽沙向西朗神父忏悔时，又谈出于连与瑞那夫人的秘密关系。关心于连的神父要他到省城贝尚松神学院进修。告别后的第三天夜里，于连又冒险赶回维立叶尔，与瑞那夫人见面，此时的瑞那夫人由于思念的痛苦，已憔悴得不像人样了。
贝尚松是法国一座古城，城墙高大。初到神学院，那门上的铁十字架，修士的黑色道袍，和他们麻木不仁的面孔都使于连感到恐怖。院长彼拉神父是西郎神父的老相识，因此对于连特别关照。他对于连说：“嘻笑就是虚伪的舞台”。
在321个学生中，绝大部分是平庸的青年，由此于连自信会迅速获得成功。他悄悄对自己说：“在拿破仑统治下，我会是个军曹，在未来的神父当中，我将是个主教。”由于学习成绩名列前茅，院长竟让他当新旧约全书课程的辅导教师。
但神学院是个伪善的地方，他很快就堕入了忧郁之中。彼拉院长受到排挤辞职不干了，并介绍于连为木尔侯爵的秘书。彼拉神父专门给他介绍侯爵一家他说“你要十分注意，一个象我们这种行业的人，只有靠这些大人先生们才有前途……在这样一个社会里，如果你得不到人家的尊敬，你的不幸是注定的了”。
侯爵瘦削而矮小，有一对十分灵活的眼睛，头上带有金色假发。他是个极端保皇党人，法国大革命时，他逃亡国外，王朝复辟后，他在朝中取得了显赫的地位。于连每天的工作就是为他抄写稿件和公文，侯爵对于连十分满意，派他去管理自己两个省的田庄，还负责自己与贝尚松代理主教福力列之间的诉讼通讯，后又派他到伦敦去搞外交，赠给他一枚十字勋章，这使于连感到获得了极大的成功。
于连在贵族社会的熏陶下，很快学会了巴黎上流社会的艺术，成了一个花花公子，甚至在木尔小姐的眼里，他也已脱了外省青年的土气。木尔小姐名叫玛特儿，是一个有金栗色头发，体态匀称，非常秀丽的姑娘，但“这双眼睛透露出一种内心可怕的冷酷”。她读过许多浪漫主义爱情小说，并被3 世纪前一段家史所激动：她的祖先木尔是皇后玛嘉瑞特的情夫，被国王处死后，皇后向刽子手买下了他的头，在深夜里亲自把它埋葬在蒙马特山脚下。她十分崇拜皇后的这种为爱情而敢冒大不韪的精神，她的名字玛特儿就是皇后的爱称。
起初，于连并不爱玛特儿那清高傲慢的性格，但想到“她却能够把社会上的好地位带给她丈夫”时，便热烈地追求起她来。玛特儿也知道于连出身低微，但她怀着一种“我敢于恋爱一个社会地位离我那样遥远的人，已算是伟大和勇敢了”的浪漫主义感情，因此，她在花园里主动挽着于连的胳膊，还主动给他写信宣布爱情。为了考验于连的胆量，她要于连在明亮的月光下用梯子爬到她的房间去。于连照样做了，当晚她就委身于他了，过后玛特儿很快就后悔了 。
一次，他们在图书室相遇，她边哭边对于连说：“我恨我委身于第一个来到的人”于连感到痛苦，他摘下挂在墙上的一把古剑要杀死她，玛特儿一点都不害怕反而骄傲地走到于连面前，她认为于连爱她已经爱到要杀了她的程度，便又与他好起来。夜里于连再次爬进她的房间，她请求于连做她的“主人”，自己将永远做他的奴隶，表示要永远服从他。可是，只要于连稍许表露出爱慕的意思，她又转为愤怒，毫不掩饰的侮辱他，并公开宣布不再爱他。
因为于连的记忆力很好，木尔侯爵让他列席一次保王党人的秘密会议，会上有政府首相、红衣主教、将军。会后，木尔侯爵让于连把记在心里的会议记录冒着生命危险带到国外去。在驿站换马时，差点被敌方杀害，幸好他机警地逃脱了，与外国使节接上了头，然后留在那等回信。在那儿他遇到俄国柯哈莎夫王子，他是个情场老手，于连便把自己的爱情苦恼讲给他听，他建议于连假装去追求另一个女性，以达到降伏玛特儿的目的，并把自己的五十三封情书交给她，“把这些信转抄一份寄给你所选定的女性，这个女性必须是瞧你不起的对方的熟人。”
于连回到巴黎后，将这些情书一封封寄给元帅夫人，元帅夫人受了感动，给于连回信，玛特儿再也忍耐不住了，跪倒在于连的脚下，求他爱她，于连的虚荣心得到极大的满足，“看呀！这个骄傲的女人，居然躺在我的脚下了！”。不久，玛特儿发现自己怀孕了，她写信告诉父亲，要他原谅于连，并成全他们的婚事。侯爵在爱女坚持下，一再让步。先是给了他们一份田产，准备让他们结婚后搬到田庄去住。随后，又给于连寄去一张骠骑兵中尉的委任状，授予贵族称号。
于连在骠骑兵驻地穿上军官制服，陶醉在个人野心满足的快乐中，“由于恩宠，刚刚才作了二天的中尉，他已经在盘算好至迟有象过去的大将军一样，在三十岁上，就能做到司令，那么到二十三岁，就应该在中尉以上。他只想到他的荣誉和他的儿子。”这时，他突然收到了玛特儿寄来的急信。信中说：一切都完了。于连急忙回去，原来瑞那夫人给木尔侯爵写信揭露了他们原先的关系。这时恼羞成怒的于连立即跳上去维拉叶尔的马车，买了一支手枪，随即赶到教堂，向正在祷告的瑞那夫人连发两枪，夫人当场中枪倒地。 于连因开枪杀人被捕了。
入狱后，他头脑冷静下来，对自己行为感到悔恨和耻辱。他意识到野心已经破灭，但死对他并不可怕。瑞那夫人受了枪伤并没有死。稍愈后，她买通狱吏，免得于连受虐待。于连知道后痛哭流涕。玛特儿也从巴黎赶来探监，为营救于连四处奔走，于连对此并不感动，只觉得愤怒。公审的时候，于连当众宣称他不祈求任何人的恩赐，他说：“我决不是被我的同阶级的人审判，我在陪审官的席上，没有看见一个富有的农民，而只是些令人气愤的资产阶级的人。”结果法庭宣布于连犯了蓄谋杀人罪，判处死刑。 瑞那夫人不顾一切前去探监。
于连这才知道，她给侯爵的那封信，是由听她忏悔的教士起草并强迫她写的。于连和瑞那夫人彼此饶恕了，他拒绝上诉，也拒绝做临终祷告，以示对封建贵族阶级专制的抗议。
在一个晴和的日子里，于连走上了断头台。玛特儿买下了他的头颅，按照她敬仰的玛嘉瑞特皇后的方式，亲自埋葬了自己情人的头颅。至于瑞那夫人，在于连死后的第三天，抱吻着她的儿子，也离开了人间。
","司汤达（1783年-1842年）是十九世纪法国杰出的批判现实主义作家。他的一生并不长，不到六十年，而且他在文学上起步很晚，三十几岁才开始发表作品。然而，他却给人类留下了巨大的精神遗产，包括数部长篇，数十个短篇或故事，数百万字的文论、随笔和散文，游记。 他以准确的人物心理分析和凝练的笔法而闻名。他被认为是最重要和最早的现实主义的实践者之一。最有名的作品是《红与黑》（1830）和《巴马修道院》（1839）。
"
1916726,鬼吹灯之龙岭迷窟,7.8,"



    
    
  
    

      
 作者
:
        
            
天下霸唱

    


    
    
  
    
出版社:

      
安徽文艺出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2006-11


    
    
  
    
页数:
 242


    
    
  
    
定价:
 25.00元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
鬼吹灯


    
    
  
    
      
      
ISBN:
 9787539628226


    
    
  



","《鬼吹灯》是部奇书，小说中作者首创历史上四大盗墓门派——摸金、卸岭、发丘、搬山，其中摸金是技术含量最高，规矩最多的门派。“人点烛，鬼吹灯”是传说中摸金派的不传之秘，意为进入古墓之中先在东南角点燃一支蜡烛才能开棺，如果蜡烛熄灭，须速速退出，不可取一物。相传这是祖师爷所定的一条活人与死人的契约，千年传承，不得破。有谚为证：发丘印，摸金符，搬山卸岭寻龙诀；人点蜡，鬼吹灯，勘舆倒斗觅星峰；水银癍，养明器，龙楼宝殿去无数；窨沉棺，青铜椁，八字不硬莫近前。
故事以一本家传的秘书残卷为引，讲述三位当代摸金校尉，为解开部族消失的千古之谜，利用风水秘术，解读天下大山大川的脉搏，寻找一处处失落在大地深处的龙楼宝殿。毕竟那些龙形虎藏、揭天拔地、倒海翻江的举动，都迵异庸俗，在离奇诡异的地下世界中，历史的神秘面纱正一层层地被揭开……
一只出自陕西乡间的绣花鞋，引领摸金校尉进入一座废弃的唐代大墓，没想墓中套墓，西周的幽灵冢切断了所有的退路。悬魂梯是地狱的通道，还是无限的黑洞？
从精绝古城逃生的人背上都长了一个眼球形的印记，果真是几千年前的魔鬼诅咒显灵？唯一了解秘密的考古专家孙教授一见这个印记惊恐万状，只道：天机不可泄露……
","天下霸唱，原名张牧野，天津人氏。一时兴起写了《鬼吹灯》，没想到在网上广受吹捧。
"
2209098,致我们终将逝去的青春,7.8,"



    
    
  

    
作者:

        

            辛夷坞

    



    
    
  
    
出版社:

      
朝华出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2007-8


    
    
  
    
页数:
 315


    
    
  
    
定价:
 25.00元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787505416772


    
    
  



","自喻为“玉面小飞龙”的郑微，洋溢着青春活力，心怀着对邻家哥哥林静浓浓的爱意，来到大学。可是当她联系林静的时候，却发现出国的林静并没有告诉她任何消息。生性豁达的她，埋藏起自己的爱情，享受大学时代的快乐生活。却意外地爱上同学校的陈孝正，板正、自闭而又敏感、自尊的陈孝正却在毕业的时候又选择了出国放弃了郑微。
几年后，林静和陈孝正都出现在郑微面前，而工作后的郑微也纠葛在工作、感情甚至阴谋之中。郑微感情的天平，会倾向于哪一个呢？
","辛夷坞，办公室闲人，青春将逝未逝，业余爱好空白，聊以写文谋杀时间。无远大抱负，热衷一切小情小趣的事物，但并不迷恋。平生最大的优点就是不感性，不较真；最大的缺点是明知故犯。
"
1829226,肖申克的救赎,9.1,"



    
    
  
    

      
 作者
:
        
            
[美] 斯蒂芬·金

    


    
    
  
    
出版社:

      
人民文学出版社

    


    
    
  
    
出品方:

      
99读书人

    


    
    
  

    
    
  
    
原作名:
 Different Seasons


    
    
  
    

      
 译者
:
        
        
        
施寄青

        
           /
        
        
赵永芬

        
           /
        
        
齐若兰

    


    
    
  
    
出版年:
 2006-7


    
    
  
    
页数:
 466


    
    
  
    
定价:
 29.90元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
99畅销文库：斯蒂芬·金


    
    
  
    
      
      
ISBN:
 9787020054985


    
    
  



","这本书收入斯蒂芬·金的四部中篇小说，是他作品中的杰出代表作。其英文版一经推出，即登上《纽约时报》畅销书排行榜的冠军之位，当年在美国狂销二十八万册。目前，这本书已经被翻译成三十一种语言，同时创下了收录的四篇小说中有三篇被改编成轰动一时的电影的记录。
其中最为著名是曾获奥斯卡奖七项提名、被称为电影史上最完美影片的《肖申克救赎》（又译《刺激一九九五》）。这部小说展现了斯蒂芬·金于擅长的惊悚题材之外的过人功力。书中的另两篇小说《纳粹高徒》与《尸体》拍成电影后也赢得了极佳的口碑。其中《尸体》还被视为斯蒂芬·金最具自传色彩的作品。
","斯蒂芬·金（Stephen King），当代惊悚小说之王，通俗小说大师。他1947年9月21日出生于美国缅因州的波特兰一贫困家庭。在州立大学学习英国文学，毕业后因工资菲薄而走上写作道路。70年代中期声名渐起。自80年代至90年代以来，历年的美国畅销书排行榜，他的小说总是名列榜首，久居不下。斯蒂芬·金是在当今世界读者最多的美国小说家。他的作品超越于传统的恐怖小说，惯于通过对事件气氛的营造来震慑读者。
"
1827374,东方快车谋杀案,9.1,"



    
    
  

    
作者:

        

                [英]
            阿加莎·克里斯蒂

    



    
    
  
    
出版社:

      
人民文学出版社

    


    
    
  
    
出品方:

      
99读书人

    


    
    
  

    
    
  
    
原作名:
 Murder on the Orient Express


    
    
  
    

      
 译者
:
        
        
        
陈尧光

    


    
    
  
    
出版年:
 2006-5


    
    
  
    
页数:
 254


    
    
  
    
定价:
 18.00元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
阿加莎·克里斯蒂侦探推理系列


    
    
  
    
      
      
ISBN:
 9787020056309


    
    
  



","午夜过后，一场大雪迫使东方快车停了下来。这辆豪华列车整年都处于满员状态。但那天早上却发现少了一名乘客。一个美国人死在了他的包厢里，他被刺了十二刀，可他包厢的门却是反锁着的。
随着紧张气氛逐渐增强，侦探赫尔克里·波洛想出了两个侦破此案的方法……
","阿加莎·克里斯蒂被誉为举世公认的侦探推理小说女王。她的著作英文版销售量逾10亿册，而且还被译成百余种文字，销售量亦逾10亿册。她一生创作了80部侦探小说和短篇故事集，19部剧本，以及6部以玛丽·维斯特麦考特的笔名出版的小说。著作数量之丰仅次于莎士比亚。
阿加莎·克里斯蒂的第一部小说《斯泰尔斯庄园奇案》写于第一次世界大战末，战时她担任志愿救护队员。在这部小说中她塑造了一个可爱的小个子比利时侦探赫尔克里·波格，成为继福尔摩斯之后侦探小说中最受读者欢迎的侦探形象。1926年，阿加莎·克里斯蒂写出了自己的成名作《罗杰疑案》（又译作《罗杰·艾克罗伊德谋杀案》）。1952年她最著名的剧本《捕鼠器》被搬上舞台，此后连续上演，时间之长久，创下了世界戏剧史上空前的纪录。
1971年，阿加莎·克里斯蒂得英国女王册封的女爵士封号。1975年，英格丽·褒曼凭借根据阿加莎同名...
阿加莎·克里斯蒂被誉为举世公认的侦探推理小说女王。她的著作英文版销售量逾10亿册，而且还被译成百余种文字，销售量亦逾10亿册。她一生创作了80部侦探小说和短篇故事集，19部剧本，以及6部以玛丽·维斯特麦考特的笔名出版的小说。著作数量之丰仅次于莎士比亚。
阿加莎·克里斯蒂的第一部小说《斯泰尔斯庄园奇案》写于第一次世界大战末，战时她担任志愿救护队员。在这部小说中她塑造了一个可爱的小个子比利时侦探赫尔克里·波格，成为继福尔摩斯之后侦探小说中最受读者欢迎的侦探形象。1926年，阿加莎·克里斯蒂写出了自己的成名作《罗杰疑案》（又译作《罗杰·艾克罗伊德谋杀案》）。1952年她最著名的剧本《捕鼠器》被搬上舞台，此后连续上演，时间之长久，创下了世界戏剧史上空前的纪录。
1971年，阿加莎·克里斯蒂得英国女王册封的女爵士封号。1975年，英格丽·褒曼凭借根据阿加莎同名小说《东方快车谋杀案》改编的影片获得了第三座奥斯卡奖杯。阿加莎数以亿计的仰慕者中不乏显赫的人物，其中包括女王伊丽莎白二世和法国总统戴高乐。
1976年，她以85岁高龄永别了热爱她的人们。
"
1394364,银河系漫游指南,8.8,"



    
    
  

    
作者:

        

                [英]
            道格拉斯·亚当斯

    



    
    
  
    
出版社:

      
四川科学技术出版社

    


    
    
  
    
出品方:

      
科幻世界

    


    
    
  

    
    
  
    
原作名:
 The Hitchhiker's Guide to the Galaxy


    
    
  

    
译者:

        

            徐百柯

    



    
    
  
    
出版年:
 2005-6


    
    
  
    
页数:
 191


    
    
  
    
定价:
 16.00元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
世界科幻大师丛书


    
    
  
    
      
      
ISBN:
 9787536457577


    
    
  



","地球被毁灭了，因为要在它所在的地方修建一条超空间快速通道。主人公阿瑟·邓特活下来了，因为他有一位名叫福特·长官的朋友。这位朋友表面上是个找不着工作的演员，其实是个外星人，是名著《银河系漫游指南》派赴地球的研究员。两人开始了一场穿越银河的冒险，能够帮助他们的只有《银河系漫游指南》一书中所包括的无限智慧。
旅途中，他们遇上了一批非常有趣的同伴：
赞福德·毕博布鲁克斯：长着两个头、三条胳膊的银河大盗，他的另一个身份是银河帝国总统。
崔莉恩：赞福德的同伙，除阿瑟·邓特之外惟一一个幸存下来的地球人。事实上，阿瑟从前认识崔莉恩，而且曾经试图勾搭人家，可惜没有成功。
马文：天才机器人，疑心病极其重，极其沮丧，极其唠叨。
这些人物结成一个小团队，他们将揭开一个骇人听闻的大秘密……
","道格拉斯·亚当斯（1952—2001），英国作家，毕业于剑桥大学。主要作品就是银河系漫游五部曲。包括《银河系漫游指南》、《宇宙尽头餐馆》、《生命、宇宙及一切》、《再见，谢谢鱼》和《基本无害》。这个系列被西方科幻读者奉为“科幻圣经”之一。由于银河系漫游系列小说的突出成就，国际小行星管理委员会甚至还将一颗小行星命名为阿瑟·邓特——该系列的主人公。
2001年，亚当斯因心脏病猝发离世——此前正在与好莱坞制片商合作，共同将《银河系漫游指南》搬上银幕。2005年4月29日，由迪斯尼公司拍摄的《银河系漫游指南》正式公映。首映周便获得二千一百七十多万美元，成为当周北美票房冠军。
"
1926103,鬼吹灯之云南虫谷,8,"



    
    
  
    

      
 作者
:
        
            
天下霸唱

    


    
    
  
    
出版社:

      
安徽文艺出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2006-11


    
    
  
    
页数:
 316


    
    
  
    
定价:
 26.80元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
鬼吹灯


    
    
  
    
      
      
ISBN:
 9787539628318


    
    
  



","传闻救人性命的雮尘珠成了古滇国献王的陪葬品，摸金校尉深入瘴疠之地，再探古墓奇险。
三人穿过遮龙山下古滇国秘密地下水道，不料遭遇千年痋术机关，成千上万个奴隶制成的“痋俑”像炸弹一样倒悬在洞顶；丛林中夜现“SOS”电码，是曾经葬身此地的飞虎队队员怨魂作崇，还是献王的大祭师设下的迷局？虽然避过传说中最为恐怖的毒物，但在通往献王墓的入口——一个葫芦形的山洞中，却发现了献王喂养至今的活山神。三人一路惊险不断，最终狼狈不堪地逃出葫芦洞，却见眼前一座神话中的宫殿—“我的天啊！”
","天下霸唱，原名张牧野，生于七十年代，天津人氏，其作品《鬼吹灯》系列风靡华语世界。
"
3014576,陪安东尼度过漫长岁月,8.3,"



    
    
  
    

      
 作者
:
        
            
安东尼

    


    
    
  
    
出版社:

      
长江文艺出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2008-3


    
    
  
    
页数:
 185


    
    
  
    
定价:
 18.00


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
陪安东尼度过漫长岁月


    
    
  
    
      
      
ISBN:
 9787535436740


    
    
  



","《陪安东尼度过漫长岁月》收集了作者安东尼在《最小说》上刊登过的部分散文，以及50%以上的最新作品。安东尼以一个普通男生的口吻，讲述了从20到23、从大学到工作、从国内到国外的真诚记载。其中既有生活的零散片段、自言自语，也有对生活的感悟。以时间为载体，散文为格式，将日记、随笔，甚至是墙上的便条联系到一起。带领每位读者陪安东尼度过遥远的旅行、孤独的时刻，以及漫长的岁月。
插画家ECHO配以温馨童话般的绘图，充满童幻色彩。
","【一】送给 亲爱的 小茧结束之后 写在 开始之前是个 爱做梦的人幼儿园的时候 梦见日本鬼子成群结队的 翻过我们家大院的大铁门 在深夜放火 抢夺小学 时候 梦见天空忽然暗下来 然后远处天边 刹那出现耀眼的火焰 天好像打开了一样 然后 看到宇宙星系 以及异常绚丽的极光 尽管那时 我还不清楚极光是个什么东西似乎 第三次看 罗马假日的那个晚上 梦见我和大臣们站在罗马宫殿里 众多记者围住我..
"
